student_id,Gender,english,maths,science,history,Geography,average
Stud4452,F,78,99,66,46,48,67.4
Stud4453,F,97,57,82,68,52,71.2
Stud4454,F,97,54,58,92,94,79.0
Stud4455,M,71,85,82,98,43,75.8
Stud4456,M,91,43,58,61,52,61.0
Stud4457,F,64,61,54,74,73,65.2
Stud4458,M,51,72,38,65,75,60.2
Stud4459,F,58,85,79,83,70,75.0
Stud4460,F,95,81,52,90,70,77.6
Stud4461,M,44,93,59,51,79,65.2
Stud4462,F,74,36,52,42,41,49.0
Stud4463,F,47,94,43,83,65,66.4
Stud4464,M,61,86,75,76,78,75.2
Stud4465,M,96,62,74,49,98,75.8
Stud4466,M,85,57,77,84,96,79.8
Stud4467,F,44,80,79,74,81,71.6
Stud4468,F,92,87,73,60,80,78.4
Stud4469,M,67,56,46,58,43,54.0
Stud4470,M,79,46,36,45,38,48.8
Stud4471,M,95,98,40,67,59,71.8
Stud4472,F,63,44,60,88,96,70.2
Stud4473,F,45,37,82,66,63,58.6
Stud4474,M,90,81,70,42,56,67.8
Stud4475,M,61,69,80,96,78,76.8
Stud4476,M,79,49,51,50,59,57.6
Stud4477,F,43,80,81,40,98,68.4
Stud4478,M,95,74,61,83,80,78.6
Stud4479,M,88,35,46,84,75,65.6
Stud4480,M,35,65,75,45,44,52.8
Stud4481,F,65,71,52,41,92,64.2
Stud4482,M,39,54,85,91,56,65.0
Stud4483,F,37,35,49,58,60,47.8
Stud4484,F,49,45,38,48,64,48.8
Stud4485,F,69,39,72,78,65,64.6
Stud4486,F,91,49,57,79,56,66.4
Stud4487,M,96,42,63,67,38,61.2
Stud4488,F,99,63,69,92,60,76.6
Stud4489,F,51,37,66,64,36,50.8
Stud4490,F,63,97,66,39,91,71.2
Stud4491,F,57,84,89,39,85,70.8
Stud4492,M,81,45,63,42,85,63.2
Stud4493,F,99,97,78,86,96,91.2
Stud4494,M,85,58,53,52,41,57.8
Stud4495,M,80,36,91,89,69,73.0
Stud4496,F,45,93,53,52,61,60.8
Stud4497,F,83,66,64,70,92,75.0
Stud4498,F,92,59,94,79,63,77.4
Stud4499,F,39,69,74,81,47,62.0
Stud4500,F,83,81,52,41,77,66.8
Stud4501,F,92,64,77,72,89,78.8
Stud4502,F,78,49,63,72,88,70.0
Stud4503,F,84,74,36,62,55,62.2
Stud4504,M,69,41,42,60,56,53.6
Stud4505,M,78,83,39,69,93,72.4
Stud4506,M,37,98,90,91,72,77.6
Stud4507,M,95,56,54,57,63,65.0
Stud4508,M,57,53,79,90,63,68.4
Stud4509,F,85,90,83,80,45,76.6
Stud4510,M,99,61,45,97,49,70.2
Stud4511,F,52,72,87,86,83,76.0
Stud4512,F,77,59,69,49,36,58.0
Stud4513,M,75,89,90,48,39,68.2
Stud4514,F,73,36,44,53,78,56.8
Stud4515,F,35,79,89,49,66,63.6
Stud4516,F,60,62,96,39,82,67.8
Stud4517,M,82,42,93,95,94,81.2
Stud4518,F,77,80,36,73,50,63.2
Stud4519,M,69,71,42,85,93,72.0
Stud4520,M,38,82,99,45,74,67.6
Stud4521,F,61,66,40,64,45,55.2
Stud4522,M,38,54,69,72,66,59.8
Stud4523,M,82,37,50,78,77,64.8
Stud4524,M,83,72,60,68,99,76.4
Stud4525,M,43,79,59,52,93,65.2
Stud4526,M,98,73,90,60,83,80.8
Stud4527,M,42,92,95,70,63,72.4
Stud4528,M,38,61,89,40,88,63.2
Stud4529,F,56,63,79,48,43,57.8
Stud4530,F,97,78,53,57,59,68.8
Stud4531,F,79,89,56,86,52,72.4
Stud4532,M,81,35,57,95,74,68.4
Stud4533,F,74,57,58,52,43,56.8
Stud4534,F,53,45,65,59,43,53.0
Stud4535,M,45,40,89,86,83,68.6
Stud4536,F,63,65,92,77,46,68.6
Stud4537,M,58,62,42,93,56,62.2
Stud4538,M,41,40,65,52,92,58.0
Stud4539,M,58,79,51,66,71,65.0
Stud4540,M,70,81,68,84,64,73.4
Stud4541,M,99,72,53,92,64,76.0
Stud4542,M,43,48,50,55,36,46.4
Stud4543,M,94,65,85,95,35,74.8
Stud4544,F,68,69,55,39,86,63.4
Stud4545,M,75,93,58,99,97,84.4
Stud4546,M,36,97,85,69,88,75.0
Stud4547,F,51,44,36,78,87,59.2
Stud4548,M,93,75,98,99,91,91.2
Stud4549,M,92,74,90,99,43,79.6
Stud4550,M,73,95,76,96,87,85.4
Stud4551,M,37,84,63,44,47,55.0
Stud4552,M,69,36,41,75,39,52.0
Stud4553,M,73,44,89,77,58,68.2
Stud4554,F,43,49,47,77,66,56.4
Stud4555,M,83,59,85,67,47,68.2
Stud4556,F,45,94,89,46,99,74.6
Stud4557,F,54,52,45,95,92,67.6
Stud4558,M,74,42,76,92,96,76.0
Stud4559,F,79,44,95,69,92,75.8
Stud4560,M,77,52,46,38,60,54.6
Stud4561,F,44,53,36,85,56,54.8
Stud4562,M,48,94,37,75,35,57.8
Stud4563,M,83,98,81,89,87,87.6
Stud4564,F,45,78,62,42,37,52.8
Stud4565,F,60,80,56,67,35,59.6
Stud4566,M,52,94,61,84,99,78.0
Stud4567,M,49,78,70,40,50,57.4
Stud4568,M,98,92,44,64,99,79.4
Stud4569,F,83,97,56,57,61,70.8
Stud4570,M,77,91,59,55,94,75.2
Stud4571,F,71,87,63,68,81,74.0
Stud4572,F,89,74,64,52,51,66.0
Stud4573,F,44,89,77,93,43,69.2
Stud4574,F,96,64,88,72,35,71.0
Stud4575,F,70,47,96,91,71,75.0
Stud4576,M,35,62,72,45,54,53.6
Stud4577,F,57,54,68,45,67,58.2
Stud4578,M,85,36,53,98,48,64.0
Stud4579,M,55,38,69,90,53,61.0
Stud4580,M,82,98,86,93,88,89.4
Stud4581,M,72,38,40,42,61,50.6
Stud4582,F,71,49,51,65,86,64.4
Stud4583,M,90,82,74,64,98,81.6
Stud4584,F,40,99,91,55,92,75.4
Stud4585,M,40,53,66,71,47,55.4
Stud4586,F,64,68,91,46,82,70.2
Stud4587,M,36,72,50,54,39,50.2
Stud4588,F,91,52,80,49,47,63.8
Stud4589,M,92,66,37,41,75,62.2
Stud4590,F,69,88,48,46,65,63.2
Stud4591,F,62,63,61,37,84,61.4
Stud4592,M,92,72,99,81,36,76.0
Stud4593,F,95,44,55,61,89,68.8
Stud4594,F,65,51,68,94,95,74.6
Stud4595,F,73,36,94,41,78,64.4
Stud4596,M,82,51,42,86,64,65.0
Stud4597,F,94,99,51,75,56,75.0
Stud4598,M,68,79,93,83,77,80.0
Stud4599,M,60,80,41,75,81,67.4
Stud4600,F,81,68,36,56,35,55.2
Stud4601,F,56,39,53,70,77,59.0
Stud4602,F,35,72,39,77,43,53.2
Stud4603,F,91,75,89,48,71,74.8
Stud4604,F,59,89,37,50,96,66.2
Stud4605,F,68,38,57,96,49,61.6
Stud4606,F,36,81,90,58,60,65.0
Stud4607,M,48,55,42,95,91,66.2
Stud4608,F,55,90,37,40,61,56.6
Stud4609,F,64,48,81,72,65,66.0
Stud4610,M,72,36,89,93,39,65.8
Stud4611,M,86,82,41,89,37,67.0
Stud4612,M,52,46,57,79,56,58.0
Stud4613,M,90,45,97,64,52,69.6
Stud4614,F,92,69,73,49,66,69.8
Stud4615,F,80,35,40,51,99,61.0
Stud4616,M,82,52,49,43,78,60.8
Stud4617,M,80,40,44,94,57,63.0
Stud4618,F,96,61,45,65,55,64.4
Stud4619,M,79,91,97,60,35,72.4
Stud4620,M,65,88,63,94,93,80.6
Stud4621,M,50,94,51,64,87,69.2
Stud4622,M,80,61,83,67,92,76.6
Stud4623,F,53,43,91,73,37,59.4
Stud4624,M,46,91,97,92,85,82.2
Stud4625,M,62,65,88,89,71,75.0
Stud4626,F,84,93,37,61,83,71.6
Stud4627,F,90,43,79,85,54,70.2
Stud4628,M,62,98,56,36,70,64.4
Stud4629,F,41,57,86,45,48,55.4
Stud4630,F,55,85,94,40,86,72.0
Stud4631,F,53,42,74,77,93,67.8
Stud4632,F,77,78,66,86,37,68.8
Stud4633,F,67,66,84,41,78,67.2
Stud4634,M,55,78,86,84,69,74.4
Stud4635,M,57,41,48,49,62,51.4
Stud4636,F,97,76,83,77,47,76.0
Stud4637,M,66,42,70,98,73,69.8
Stud4638,M,63,47,96,92,37,67.0
Stud4639,F,62,36,63,42,87,58.0
Stud4640,M,40,64,87,78,46,63.0
Stud4641,F,74,99,43,38,40,58.8
Stud4642,M,72,70,36,76,42,59.2
Stud4643,F,41,76,71,44,81,62.6
Stud4644,M,43,60,97,93,59,70.4
Stud4645,M,58,91,93,66,72,76.0
Stud4646,M,51,94,96,83,49,74.6
Stud4647,M,41,76,74,86,62,67.8
Stud4648,M,92,95,91,94,60,86.4
Stud4649,M,42,50,71,84,99,69.2
Stud4650,F,44,91,38,83,75,66.2
Stud4651,M,80,94,53,43,75,69.0
Stud4652,M,98,82,92,76,44,78.4
Stud4653,M,77,59,70,61,35,60.4
Stud4654,M,35,45,69,85,95,65.8
Stud4655,F,74,42,70,37,80,60.6
Stud4656,F,78,38,54,93,40,60.6
Stud4657,F,97,75,40,80,55,69.4
Stud4658,M,56,64,69,72,48,61.8
Stud4659,F,59,60,87,57,97,72.0
Stud4660,M,45,61,55,53,96,62.0
Stud4661,M,74,91,70,53,64,70.4
Stud4662,M,48,87,96,49,37,63.4
Stud4663,F,86,73,67,47,88,72.2
Stud4664,M,37,76,83,81,57,66.8
Stud4665,F,54,68,78,35,72,61.4
Stud4666,F,57,43,52,68,99,63.8
Stud4667,F,60,80,84,77,70,74.2
Stud4668,M,64,41,88,96,55,68.8
Stud4669,F,86,62,70,49,58,65.0
Stud4670,M,84,82,79,92,51,77.6
Stud4671,M,56,87,82,95,73,78.6
Stud4672,F,79,43,97,86,98,80.6
Stud4673,M,53,97,62,99,75,77.2
Stud4674,F,39,68,47,40,49,48.6
Stud4675,M,98,49,86,94,60,77.4
Stud4676,F,40,50,42,70,51,50.6
Stud4677,F,37,68,56,59,83,60.6
Stud4678,F,91,63,43,58,65,64.0
Stud4679,F,42,84,71,92,77,73.2
Stud4680,M,51,50,61,49,94,61.0
Stud4681,M,37,87,60,81,51,63.2
Stud4682,F,78,42,98,64,36,63.6
Stud4683,M,40,88,60,78,46,62.4
Stud4684,F,63,80,90,44,84,72.2
Stud4685,M,59,39,49,73,76,59.2
Stud4686,M,72,53,69,58,61,62.6
Stud4687,F,95,42,70,57,62,65.2
Stud4688,F,78,70,49,86,82,73.0
Stud4689,F,85,89,69,66,44,70.6
Stud4690,M,50,74,35,79,87,65.0
Stud4691,F,88,99,65,81,94,85.4
Stud4692,F,44,49,60,82,39,54.8
Stud4693,M,66,65,96,54,57,67.6
Stud4694,M,36,75,63,60,51,57.0
Stud4695,F,69,82,74,76,78,75.8
Stud4696,F,98,41,91,64,50,68.8
Stud4697,F,89,71,88,61,81,78.0
Stud4698,F,59,95,73,61,74,72.4
Stud4699,F,41,93,79,94,54,72.2
Stud4700,M,72,68,71,98,50,71.8
Stud4701,F,79,63,67,53,64,65.2
Stud4702,F,88,62,58,87,36,66.2
Stud4703,F,95,79,35,48,88,69.0
Stud4704,M,43,40,47,73,61,52.8
Stud4705,F,74,77,52,61,65,65.8
Stud4706,F,42,60,66,74,56,59.6
Stud4707,F,54,59,94,43,90,68.0
Stud4708,M,56,98,37,35,77,60.6
Stud4709,M,61,82,73,41,77,66.8
Stud4710,F,85,63,61,91,68,73.6
Stud4711,M,64,49,79,37,86,63.0
Stud4712,M,92,62,66,71,73,72.8
Stud4713,F,56,90,44,40,64,58.8
Stud4714,F,59,70,40,93,71,66.6
Stud4715,F,97,77,50,38,92,70.8
Stud4716,F,61,52,48,73,43,55.4
Stud4717,F,70,37,82,35,62,57.2
Stud4718,M,69,42,71,44,67,58.6
Stud4719,F,49,73,55,53,59,57.8
Stud4720,F,59,60,82,80,85,73.2
Stud4721,F,87,81,78,77,75,79.6
Stud4722,F,52,96,94,59,73,74.8
Stud4723,F,82,67,74,41,42,61.2
Stud4724,M,43,52,90,88,57,66.0
Stud4725,M,95,72,88,50,53,71.6
Stud4726,F,57,86,69,62,60,66.8
Stud4727,F,57,66,74,73,92,72.4
Stud4728,F,89,65,98,87,37,75.2
Stud4729,M,46,83,72,80,75,71.2
Stud4730,F,39,73,60,78,68,63.6
Stud4731,F,54,83,46,97,86,73.2
Stud4732,F,55,72,43,57,39,53.2
Stud4733,F,38,47,72,73,94,64.8
Stud4734,F,47,65,91,67,52,64.4
Stud4735,M,46,80,77,52,73,65.6
Stud4736,M,53,67,82,87,75,72.8
Stud4737,F,60,55,62,92,97,73.2
Stud4738,M,88,85,64,35,95,73.4
Stud4739,F,47,91,42,78,72,66.0
Stud4740,M,52,46,44,95,73,62.0
Stud4741,F,52,90,93,75,78,77.6
Stud4742,F,48,40,55,35,56,46.8
Stud4743,F,59,73,40,60,76,61.6
Stud4744,M,51,42,64,93,54,60.8
Stud4745,F,77,66,48,58,99,69.6
Stud4746,M,47,57,37,78,48,53.4
Stud4747,M,87,91,79,49,57,72.6
Stud4748,M,84,86,95,47,44,71.2
Stud4749,F,81,37,51,39,65,54.6
Stud4750,F,44,86,77,38,47,58.4
Stud4751,M,65,66,58,97,72,71.6
Stud4752,M,78,40,92,41,68,63.8
Stud4753,M,68,95,38,71,36,61.6
Stud4754,F,56,88,55,53,60,62.4
Stud4755,F,60,67,59,36,58,56.0
Stud4756,M,70,41,43,53,89,59.2
Stud4757,M,83,76,88,75,71,78.6
Stud4758,M,60,52,35,50,46,48.6
Stud4759,M,82,74,57,83,54,70.0
Stud4760,M,37,55,68,52,93,61.0
Stud4761,M,59,52,41,98,95,69.0
Stud4762,F,49,96,78,66,76,73.0
Stud4763,M,54,88,89,83,79,78.6
Stud4764,F,69,85,43,89,62,69.6
Stud4765,F,81,68,88,66,75,75.6
Stud4766,F,55,59,40,66,50,54.0
Stud4767,M,47,64,40,46,55,50.4
Stud4768,M,74,47,90,95,84,78.0
Stud4769,M,76,91,70,39,48,64.8
Stud4770,F,35,56,54,81,36,52.4
Stud4771,M,40,58,95,86,78,71.4
Stud4772,M,64,99,95,51,48,71.4
Stud4773,M,39,82,44,47,46,51.6
Stud4774,F,87,96,48,43,42,63.2
Stud4775,M,84,48,70,91,52,69.0
Stud4776,M,75,88,68,65,67,72.6
Stud4777,F,83,97,62,85,46,74.6
Stud4778,F,50,73,81,61,64,65.8
Stud4779,M,44,46,98,91,89,73.6
Stud4780,F,72,84,81,45,90,74.4
Stud4781,M,50,83,75,76,85,73.8
Stud4782,M,75,40,89,82,39,65.0
Stud4783,M,68,94,35,63,98,71.6
Stud4784,M,41,79,57,71,84,66.4
Stud4785,M,62,50,98,58,95,72.6
Stud4786,F,53,85,80,89,71,75.6
Stud4787,F,48,91,88,65,71,72.6
Stud4788,F,36,95,94,38,68,66.2
Stud4789,F,61,94,40,76,64,67.0
Stud4790,M,70,36,89,44,93,66.4
Stud4791,M,79,41,87,85,76,73.6
Stud4792,F,65,90,97,60,86,79.6
Stud4793,M,40,72,95,58,82,69.4
Stud4794,M,68,65,95,56,46,66.0
Stud4795,F,96,60,93,88,91,85.6
Stud4796,M,63,89,55,69,86,72.4
Stud4797,M,90,96,91,89,76,88.4
Stud4798,F,62,41,96,47,93,67.8
Stud4799,M,60,90,82,45,39,63.2
Stud4800,M,70,78,77,82,53,72.0
Stud4801,M,88,75,87,99,54,80.6
Stud4802,F,49,54,37,98,67,61.0
Stud4803,M,74,73,59,76,44,65.2
Stud4804,F,98,58,36,75,50,63.4
Stud4805,F,52,54,65,80,91,68.4
Stud4806,F,41,67,50,48,92,59.6
Stud4807,F,63,64,61,71,75,66.8
Stud4808,F,85,78,81,98,37,75.8
Stud4809,F,88,55,77,36,60,63.2
Stud4810,M,69,65,78,64,53,65.8
Stud4811,F,55,76,37,95,98,72.2
Stud4812,F,58,73,85,45,51,62.4
Stud4813,F,91,92,69,66,42,72.0
Stud4814,F,41,68,35,91,97,66.4
Stud4815,F,51,65,74,37,89,63.2
Stud4816,M,86,57,37,83,42,61.0
Stud4817,M,41,58,96,40,90,65.0
Stud4818,F,97,38,66,71,89,72.2
Stud4819,M,62,69,41,88,58,63.6
Stud4820,F,40,43,89,87,83,68.4
Stud4821,F,67,59,50,95,57,65.6
Stud4822,F,77,43,41,97,69,65.4
Stud4823,M,57,61,74,37,38,53.4
Stud4824,M,83,60,81,59,45,65.6
Stud4825,F,35,63,47,45,70,52.0
Stud4826,M,80,82,45,70,96,74.6
Stud4827,F,79,89,42,97,60,73.4
Stud4828,M,54,66,57,63,77,63.4
Stud4829,F,84,67,41,97,47,67.2
Stud4830,M,61,56,82,42,90,66.2
Stud4831,M,75,55,77,35,90,66.4
Stud4832,F,56,91,87,52,85,74.2
Stud4833,F,53,70,98,84,97,80.4
Stud4834,F,82,60,80,81,67,74.0
Stud4835,F,99,65,74,77,59,74.8
Stud4836,M,66,52,90,68,58,66.8
Stud4837,F,83,95,71,62,82,78.6
Stud4838,M,60,45,56,54,73,57.6
Stud4839,F,72,63,84,38,79,67.2
Stud4840,F,80,54,39,64,73,62.0
Stud4841,F,71,83,84,59,67,72.8
Stud4842,M,51,46,99,92,83,74.2
Stud4843,F,40,48,77,52,42,51.8
Stud4844,M,58,46,62,95,57,63.6
Stud4845,F,59,70,98,49,50,65.2
Stud4846,F,86,57,58,41,99,68.2
Stud4847,M,65,78,67,45,72,65.4
Stud4848,M,89,99,51,66,35,68.0
Stud4849,F,94,73,82,57,41,69.4
Stud4850,F,37,36,60,40,85,51.6
Stud4851,F,62,82,76,98,57,75.0
Stud4852,M,82,86,70,63,96,79.4
Stud4853,F,35,73,66,43,45,52.4
Stud4854,F,60,96,48,77,57,67.6
Stud4855,F,87,66,88,47,35,64.6
Stud4856,M,67,83,86,82,50,73.6
Stud4857,F,55,93,92,81,85,81.2
Stud4858,M,44,71,78,60,40,58.6
Stud4859,M,82,95,93,55,35,72.0
Stud4860,M,92,55,40,76,80,68.6
Stud4861,F,37,39,52,41,45,42.8
Stud4862,F,92,42,57,73,54,63.6
Stud4863,M,87,58,98,49,41,66.6
Stud4864,M,41,96,52,99,58,69.2
Stud4865,F,67,77,38,75,86,68.6
Stud4866,M,82,72,38,93,70,71.0
Stud4867,F,51,84,46,99,36,63.2
Stud4868,M,64,99,81,57,41,68.4
Stud4869,F,96,78,40,94,56,72.8
Stud4870,F,74,51,79,87,49,68.0
Stud4871,M,64,35,84,62,43,57.6
Stud4872,F,69,76,65,68,63,68.2
Stud4873,F,71,92,59,42,87,70.2
Stud4874,F,47,51,72,91,75,67.2
Stud4875,M,63,38,60,82,71,62.8
Stud4876,F,68,86,56,92,95,79.4
Stud4877,M,96,68,58,59,89,74.0
Stud4878,F,49,81,63,68,77,67.6
Stud4879,M,82,49,73,69,88,72.2
Stud4880,M,51,35,77,92,98,70.6
Stud4881,M,75,77,57,93,43,69.0
Stud4882,M,73,98,56,74,44,69.0
Stud4883,M,60,99,48,46,56,61.8
Stud4884,F,51,67,65,50,87,64.0
Stud4885,F,57,75,40,45,68,57.0
Stud4886,M,85,74,52,67,91,73.8
Stud4887,F,41,53,69,71,46,56.0
Stud4888,F,83,41,85,92,80,76.2
Stud4889,M,48,97,74,72,67,71.6
Stud4890,F,95,36,65,73,47,63.2
Stud4891,M,78,50,55,56,61,60.0
Stud4892,F,60,63,41,84,46,58.8
Stud4893,M,86,94,65,98,71,82.8
Stud4894,F,99,49,60,53,73,66.8
Stud4895,M,80,81,44,92,52,69.8
Stud4896,F,69,57,64,54,62,61.2
Stud4897,F,77,45,75,38,49,56.8
Stud4898,M,78,59,89,77,98,80.2
Stud4899,F,84,89,35,61,72,68.2
Stud4900,M,79,57,86,40,87,69.8
Stud4901,F,66,69,72,43,87,67.4
Stud4902,F,99,80,94,47,97,83.4
Stud4903,F,61,43,37,42,97,56.0
Stud4904,M,36,47,92,86,91,70.4
Stud4905,F,83,59,86,89,84,80.2
Stud4906,M,88,98,83,41,48,71.6
Stud4907,F,74,69,91,41,73,69.6
Stud4908,M,43,69,99,95,61,73.4
Stud4909,M,61,90,84,74,54,72.6
Stud4910,F,73,45,62,35,63,55.6
Stud4911,M,77,84,97,35,55,69.6
Stud4912,F,65,72,97,70,45,69.8
Stud4913,F,77,63,65,39,85,65.8
Stud4914,M,76,56,48,98,64,68.4
Stud4915,M,56,79,82,90,58,73.0
Stud4916,F,51,49,92,60,47,59.8
Stud4917,M,54,67,56,43,77,59.4
Stud4918,F,91,75,59,53,81,71.8
Stud4919,F,52,61,74,70,53,62.0
Stud4920,F,84,58,35,41,95,62.6
Stud4921,F,39,74,57,52,64,57.2
Stud4922,F,84,93,82,85,87,86.2
Stud4923,M,41,86,87,55,84,70.6
Stud4924,M,94,82,96,54,61,77.4
Stud4925,F,38,91,53,52,55,57.8
Stud4926,M,83,47,76,62,61,65.8
Stud4927,M,70,41,89,64,53,63.4
Stud4928,M,72,71,50,35,53,56.2
Stud4929,F,44,84,82,61,54,65.0
Stud4930,M,72,73,90,66,42,68.6
Stud4931,F,90,35,68,58,46,59.4
Stud4932,F,84,37,43,98,68,66.0
Stud4933,F,60,80,44,85,77,69.2
Stud4934,M,65,85,39,86,55,66.0
Stud4935,M,88,52,37,70,56,60.6
Stud4936,F,68,88,50,86,53,69.0
Stud4937,F,50,46,80,89,42,61.4
Stud4938,F,99,43,35,54,66,59.4
Stud4939,M,90,62,43,87,93,75.0
Stud4940,F,73,50,87,58,45,62.6
Stud4941,F,72,99,78,69,75,78.6
Stud4942,F,78,55,96,65,86,76.0
Stud4943,M,49,93,76,92,54,72.8
Stud4944,M,98,71,59,83,42,70.6
Stud4945,F,35,55,49,84,73,59.2
Stud4946,F,40,72,82,79,80,70.6
Stud4947,M,85,86,53,44,38,61.2
Stud4948,M,82,56,44,65,74,64.2
Stud4949,M,79,75,71,77,81,76.6
Stud4950,M,65,53,37,49,51,51.0
Stud4951,M,96,95,92,94,70,89.4
Stud4952,M,82,47,81,35,43,57.6
Stud4953,F,68,44,36,71,46,53.0
Stud4954,F,37,63,85,78,84,69.4
Stud4955,F,61,40,82,81,83,69.4
Stud4956,M,57,52,51,92,76,65.6
Stud4957,M,80,76,56,66,93,74.2
Stud4958,F,48,92,66,65,49,64.0
Stud4959,F,68,64,37,71,73,62.6
Stud4960,F,38,62,99,53,92,68.8
Stud4961,M,39,92,59,71,67,65.6
Stud4962,F,81,95,43,94,44,71.4
Stud4963,M,61,63,79,69,57,65.8
Stud4964,F,93,82,61,83,50,73.8
Stud4965,F,70,48,64,76,91,69.8
Stud4966,M,82,39,50,51,49,54.2
Stud4967,M,55,83,59,69,72,67.6
Stud4968,F,81,83,36,57,59,63.2
Stud4969,M,66,87,45,77,89,72.8
Stud4970,M,84,42,89,87,67,73.8
Stud4971,M,63,59,35,74,55,57.2
Stud4972,F,69,60,55,81,92,71.4
Stud4973,F,69,85,97,98,54,80.6
Stud4974,F,75,59,95,42,65,67.2
Stud4975,M,46,92,78,76,69,72.2
Stud4976,F,70,61,43,38,85,59.4
Stud4977,F,85,41,60,87,73,69.2
Stud4978,M,76,95,63,40,43,63.4
Stud4979,M,63,92,80,95,81,82.2
Stud4980,M,87,70,60,39,62,63.6
Stud4981,F,55,58,84,36,59,58.4
Stud4982,M,98,80,85,53,46,72.4
Stud4983,F,36,74,97,51,86,68.8
Stud4984,F,70,42,40,64,96,62.4
Stud4985,M,82,56,36,48,38,52.0
Stud4986,M,63,61,48,87,64,64.6
Stud4987,F,61,49,95,99,53,71.4
Stud4988,F,86,61,77,97,83,80.8
Stud4989,M,81,96,55,97,68,79.4
Stud4990,M,63,46,69,42,90,62.0
Stud4991,M,82,96,37,94,46,71.0
Stud4992,F,88,77,98,49,99,82.2
Stud4993,F,59,61,70,46,42,55.6
Stud4994,F,61,93,64,88,67,74.6
Stud4995,F,97,96,57,99,61,82.0
Stud4996,F,37,38,87,52,51,53.0
Stud4997,M,64,82,83,57,76,72.4
Stud4998,F,42,72,71,88,87,72.0
Stud4999,F,74,99,36,68,72,69.8
Stud5000,F,52,62,91,85,82,74.4
Stud5001,M,60,81,37,94,68,68.0
Stud5002,F,86,81,53,44,79,68.6
Stud5003,F,84,67,87,59,96,78.6
Stud5004,F,65,85,37,64,73,64.8
Stud5005,M,99,60,55,98,45,71.4
Stud5006,M,64,57,44,83,68,63.2
Stud5007,M,85,92,36,68,35,63.2
Stud5008,F,78,89,59,79,48,70.6
Stud5009,M,41,99,80,46,51,63.4
Stud5010,M,77,79,63,40,83,68.4
Stud5011,M,75,82,59,67,87,74.0
Stud5012,F,75,46,53,59,77,62.0
Stud5013,M,64,67,83,42,71,65.4
Stud5014,M,87,81,86,44,98,79.2
Stud5015,M,38,91,97,96,36,71.6
Stud5016,F,77,98,86,53,45,71.8
Stud5017,F,37,68,84,98,73,72.0
Stud5018,F,49,54,89,73,35,60.0
Stud5019,M,86,53,88,90,46,72.6
Stud5020,M,69,50,86,90,56,70.2
Stud5021,M,81,56,53,41,88,63.8
Stud5022,M,42,91,78,82,84,75.4
Stud5023,M,93,43,87,88,82,78.6
Stud5024,F,91,70,96,97,59,82.6
Stud5025,F,50,99,91,44,69,70.6
Stud5026,M,73,56,36,39,60,52.8
Stud5027,F,76,42,57,62,97,66.8
Stud5028,M,65,48,46,71,58,57.6
Stud5029,M,50,79,95,42,91,71.4
Stud5030,M,72,86,52,92,55,71.4
Stud5031,F,87,99,77,68,81,82.4
Stud5032,F,91,71,65,55,97,75.8
Stud5033,M,50,38,83,91,93,71.0
Stud5034,F,76,92,95,85,56,80.8
Stud5035,F,44,96,65,85,63,70.6
Stud5036,F,49,94,85,78,67,74.6
Stud5037,M,45,93,82,90,46,71.2
Stud5038,F,81,79,40,55,48,60.6
Stud5039,M,48,76,97,90,64,75.0
Stud5040,M,41,72,49,94,83,67.8
Stud5041,F,80,41,45,78,64,61.6
Stud5042,M,62,90,46,52,50,60.0
Stud5043,M,81,49,88,56,57,66.2
Stud5044,F,91,70,42,43,87,66.6
Stud5045,F,41,84,48,52,76,60.2
Stud5046,F,47,93,91,40,66,67.4
Stud5047,F,60,56,41,69,59,57.0
Stud5048,F,69,76,85,80,51,72.2
Stud5049,M,75,60,99,53,78,73.0
Stud5050,F,84,92,39,43,63,64.2
Stud5051,M,98,44,42,59,46,57.8
Stud5052,F,91,75,49,59,50,64.8
Stud5053,F,94,38,64,45,77,63.6
Stud5054,F,98,35,93,97,90,82.6
Stud5055,M,78,88,91,67,79,80.6
Stud5056,F,44,89,55,61,98,69.4
Stud5057,F,63,55,96,39,83,67.2
Stud5058,M,37,84,44,60,59,56.8
Stud5059,M,66,91,41,69,78,69.0
Stud5060,F,77,63,92,46,44,64.4
Stud5061,M,92,85,55,86,96,82.8
Stud5062,M,75,90,95,48,97,81.0
Stud5063,M,68,99,50,69,80,73.2
Stud5064,F,95,40,55,94,78,72.4
Stud5065,M,54,97,43,60,68,64.4
Stud5066,F,67,42,98,57,97,72.2
Stud5067,M,52,87,51,54,45,57.8
Stud5068,M,47,49,86,61,84,65.4
Stud5069,M,96,45,41,64,36,56.4
Stud5070,F,57,44,45,56,35,47.4
Stud5071,F,57,91,95,78,40,72.2
Stud5072,M,78,66,37,64,48,58.6
Stud5073,M,64,44,35,82,52,55.4
Stud5074,F,59,45,86,71,55,63.2
Stud5075,M,46,77,83,37,74,63.4
Stud5076,M,77,80,58,40,52,61.4
Stud5077,F,82,62,87,90,57,75.6
Stud5078,M,97,43,86,50,42,63.6
Stud5079,F,80,47,55,95,50,65.4
Stud5080,F,99,66,57,94,39,71.0
Stud5081,M,80,48,69,41,79,63.4
Stud5082,M,58,71,85,90,36,68.0
Stud5083,M,95,79,99,69,78,84.0
Stud5084,F,38,47,35,50,77,49.4
Stud5085,F,91,44,59,69,42,61.0
Stud5086,F,79,63,82,73,58,71.0
